rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
10,2067947053,"120 S Cardinal Dr APT 10, Clarinda, IA 51632",40.738012,-95.048079,249000,USD,3,3,2884.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/885e4c02f04245e9c3f1ab1962663eeb-p_e.jpg,Townhouse for sale,Thomas Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/120-S-Cardinal-Dr-APT-10-Clarinda-IA-51632/2067947053_zpid/,https://www.zillow.com/homes/IA_rb/
624,61724052,"2084 Wedgewood Dr, Asbury, IA 52002",42.508298,-90.793011,549000,USD,4,5,3524.0 sqft,,453000,2216,2,,FALSE,https://photos.zillowstatic.com/fp/0f92e124924f4f12de1b12bbb3337c73-p_e.jpg,House for sale,Mozena Realty Group,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2084-Wedgewood-Dr-Asbury-IA-52002/61724052_zpid/,https://www.zillow.com/homes/IA_rb/16_p/
333,2067961248,"1675 Golf Course Blvd LOT 55, Independence, IA 50644",42.486036,-91.948318,157500,USD,1,2,1200.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/911cb3beef5f16ae0e03b86e518c4802-p_e.jpg,House for sale,Berkshire Hathaway Home Services One Realty Centre,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1675-Golf-Course-Blvd-LOT-55-Independence-IA-50644/2067961248_zpid/,https://www.zillow.com/homes/IA_rb/9_p/
302,231298006,"118 13th Ave E, Oskaloosa, IA 52577",41.283145,-92.644513,99900,USD,1,2,843.0 sqft,,85500,834,1,,FALSE,https://photos.zillowstatic.com/fp/119a55ce01d20e44298e4b5a48ad6805-p_e.jpg,House for sale,Legacy Real Estate Group,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/118-13th-Ave-E-Oskaloosa-IA-52577/231298006_zpid/,https://www.zillow.com/homes/IA_rb/8_p/
266,861884,"729 20th St, West Des Moines, IA 50265",41.580259,-93.733143,249900,USD,2,4,1128.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/f1ed47c6727bba305851ecc70f385d33-p_e.jpg,House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/729-20th-St-West-Des-Moines-IA-50265/861884_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
594,2067971945,"0 Riverside Rd, Washington, IA 52353",41.364963,-91.640694,1,USD,,0,,242.3 acres,,,2,,FALSE,https://photos.zillowstatic.com/fp/9ceb7dcb3ea126b663bc0a0f0b8da55d-p_e.jpg,Auction,Peoples Company,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/0-Riverside-Rd-Washington-IA-52353/2067971945_zpid/,https://www.zillow.com/homes/IA_rb/15_p/
265,2086251180,"4157 High St, West Des Moines, IA 50265",41.538421,-93.759165,320000,USD,3,4,1412.0 sqft,,375700,1929,0,,FALSE,https://photos.zillowstatic.com/fp/31c38a4708f5312ffec8e3eb1e887dfc-p_e.jpg,House for sale,Redfin Corporation,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/4157-High-St-West-Des-Moines-IA-50265/2086251180_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
134,117853793,"102 3rd Ave, Royal, IA 51357",43.066238,-95.284448,30000,USD,1,2,960.0 sqft,,,831,0,,FALSE,https://photos.zillowstatic.com/fp/2b31ef7ce85030b23d778a31a4e00041-p_e.jpg,House for sale,EXIT Realty Midwest- Spencer,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/102-3rd-Ave-Royal-IA-51357/117853793_zpid/,https://www.zillow.com/homes/IA_rb/4_p/
630,2067974038,"10225 Powell Ave, Johnston, IA 50131",,,380310,USD,3,4,1277.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/130ed4615e37e9252d68799f12992d3c-p_e.jpg,New construction,"EXP Realty, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/10225-Powell-Ave-Johnston-IA-50131/2067974038_zpid/,https://www.zillow.com/homes/IA_rb/16_p/
481,333726811,"184 Aspen Dr, Norwalk, IA 50211",41.469149,-93.687691,45000,USD,,0,,"4,356 sqft",,,1,,FALSE,https://photos.zillowstatic.com/fp/0b6ba5af1e0b05f44b20b819bac36eaa-p_e.jpg,Lot / Land for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/184-Aspen-Dr-Norwalk-IA-50211/333726811_zpid/,https://www.zillow.com/homes/IA_rb/13_p/
351,2069549228,"4720 W 12th St, Davenport, IA 52804",41.532179,-90.643325,300000,USD,2,3,1387.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/5759ef4abc0e1af7a1c79e76211f7aef-p_e.jpg,New construction,New Home Sonar LLC,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/4720-W-12th-St-Davenport-IA-52804/2069549228_zpid/,https://www.zillow.com/homes/IA_rb/9_p/
153,2067946784,"5322 Ingersoll Ave APT B-5, Des Moines, IA 50312",41.586172,-93.690702,107000,USD,1,2,900.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/e02294b683a98f8143c2b1a6bfbe758d-p_e.jpg,Townhouse for sale,RE/MAX Concepts,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/5322-Ingersoll-Ave-APT-B-5-Des-Moines-IA-50312/2067946784_zpid/,https://www.zillow.com/homes/IA_rb/4_p/
483,333726970,"174 Aspen Dr, Norwalk, IA 50211",41.468877,-93.687695,45000,USD,,0,,"5,227 sqft",,,1,,FALSE,https://photos.zillowstatic.com/fp/e01e107da4e655ee55cd52f94fd55655-p_e.jpg,Lot / Land for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/174-Aspen-Dr-Norwalk-IA-50211/333726970_zpid/,https://www.zillow.com/homes/IA_rb/13_p/
235,2069397573,"5688 Brook View Ave, Des Moines, IA 50317",41.627969,-93.504488,63000,USD,,0,,"8,100 sqft",,,0,,FALSE,https://photos.zillowstatic.com/fp/3d5fe08210798800d3868d2546b1eda6-p_e.jpg,Lot / Land for sale,Pennie Carroll & Associates,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/5688-Brook-View-Ave-Des-Moines-IA-50317/2069397573_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
289,234977264,"711 Elm St, Harlan, IA 51537",41.649146,-95.319773,99000,USD,2,2,1806.0 sqft,,81700,954,1,,FALSE,https://photos.zillowstatic.com/fp/c468e2113ad26ac88b1af9ee26819252-p_e.jpg,House for sale,Osborn Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/711-Elm-St-Harlan-IA-51537/234977264_zpid/,https://www.zillow.com/homes/IA_rb/8_p/
83,76815426,"809 6th Ave, Council Bluffs, IA 51501",41.255862,-95.85649,165000,USD,,,2618.0 sqft,,160700,784,0,,FALSE,https://photos.zillowstatic.com/fp/a44a0bda62e9f1688e2f9d38ba3cb2df-p_e.jpg,Multi-family home for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/809-6th-Ave-Council-Bluffs-IA-51501/76815426_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
175,61669806,"35 SE Melrose Dr, Waukee, IA 50263",41.610613,-93.871692,179000,USD,2,2,1144.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/285e73480b5933e3373e3009c0f637ff-p_e.jpg,Townhouse for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/35-SE-Melrose-Dr-Waukee-IA-50263/61669806_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
202,2067948886,"5653 Leyden Ave, Des Moines, IA 50317",41.62657,-93.541558,69000,USD,,0,,"7,581 sqft",,,0,,FALSE,https://photos.zillowstatic.com/fp/3d5fe08210798800d3868d2546b1eda6-p_e.jpg,Lot / Land for sale,Pennie Carroll & Associates,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/5653-Leyden-Ave-Des-Moines-IA-50317/2067948886_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
188,829180,"305 NE Bel Aire Rd, Ankeny, IA 50021",41.734047,-93.593807,244900,USD,2,4,864.0 sqft,,194600,993,0,,FALSE,https://photos.zillowstatic.com/fp/0465320bb1129dbc0a2ddb521d0db19b-p_e.jpg,House for sale,RE/MAX Concepts,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/305-NE-Bel-Aire-Rd-Ankeny-IA-50021/829180_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
784,93870893,"950 Black Bear Bnd, North Liberty, IA 52317",41.765065,-91.615122,384900,USD,3,4,2514.0 sqft,,380200,1464,3,,FALSE,https://photos.zillowstatic.com/fp/8cd2e70fb705673c57d934c4748101a4-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/950-Black-Bear-Bnd-North-Liberty-IA-52317/93870893_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
765,93954454,"2825 George W Carver Ave, Ames, IA 50010",42.045675,-93.646252,265000,USD,3,4,1558.0 sqft,,265000,1950,3,,FALSE,https://photos.zillowstatic.com/fp/faa9729a790faf77017192e5c7a692cc-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2825-George-W-Carver-Ave-Ames-IA-50010/93954454_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
702,76757067,"2916 Cornell Ave, Iowa City, IA 52245",41.657954,-91.491107,269500,USD,2,4,1780.0 sqft,,266200,1672,3,,FALSE,https://photos.zillowstatic.com/fp/50104a4865e4586cbd240ac9a775c8a7-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2916-Cornell-Ave-Iowa-City-IA-52245/76757067_zpid/,https://www.zillow.com/homes/IA_rb/18_p/
712,81656039,"1255 29th St NE, Cedar Rapids, IA 52402",42.006388,-91.655319,219900,USD,3,4,2110.0 sqft,,216300,1350,3,,FALSE,https://photos.zillowstatic.com/fp/355930d07f11b0fcc9ed24c511b84948-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1255-29th-St-NE-Cedar-Rapids-IA-52402/81656039_zpid/,https://www.zillow.com/homes/IA_rb/18_p/
183,848840,"7204 Franklin Ave, Windsor Heights, IA 50324",41.610611,-93.716398,297000,USD,3,3,2395.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/825440eae836eb5d1a0fb457ff7c4c2c-p_e.jpg,House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/7204-Franklin-Ave-Windsor-Heights-IA-50324/848840_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
464,787616,"3805 10th St, Des Moines, IA 50313",41.629846,-93.630578,169908,USD,1,3,932.0 sqft,,129000,1065,1,,FALSE,https://photos.zillowstatic.com/fp/8e556471f9f4d8e0ab19b9b9a8994c71-p_e.jpg,House for sale,"Weichert, REALTORS-The 515 Age",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/3805-10th-St-Des-Moines-IA-50313/787616_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
530,2068053587,"2867 Spring Rose Cir, Coralville, IA 52241",41.702545,-91.613791,614900,USD,6,5,3734.0 sqft,,,,2,,FALSE,https://photos.zillowstatic.com/fp/c3513116d5be021134db6816bf8faf3d-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2867-Spring-Rose-Cir-Coralville-IA-52241/2068053587_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
733,93946553,"527 Highview St, Nevada, IA 50201",42.016257,-93.459453,219900,USD,2,2,1398.0 sqft,,214800,1214,3,,FALSE,https://photos.zillowstatic.com/fp/9a01e1a9962141eb49b6d32802dd3698-p_e.jpg,House for sale,RE/MAX Real Estate Concepts,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/527-Highview-St-Nevada-IA-50201/93946553_zpid/,https://www.zillow.com/homes/IA_rb/19_p/
271,86954503,"103 Carson Ave, Iowa Falls, IA 50126",42.517855,-93.279785,79900,USD,2,2,1328.0 sqft,,85700,877,0,,FALSE,https://photos.zillowstatic.com/fp/385557eb1a79ba245c9b2b23e26176fb-p_e.jpg,House for sale,Homestead Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/103-Carson-Ave-Iowa-Falls-IA-50126/86954503_zpid/,https://www.zillow.com/homes/IA_rb/7_p/
430,87058615,"4462 32nd St, Grinnell, IA 50112",41.650607,-92.722697,279900,USD,3,3,1615.0 sqft,,42300,999,1,,FALSE,https://photos.zillowstatic.com/fp/9d845cef2d8baa78f93a84bcc5a04882-p_e.jpg,House for sale,Iowa Realty Newton,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/4462-32nd-St-Grinnell-IA-50112/87058615_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
709,96892897,"1914 E 14th St, Davenport, IA 52803",41.534408,-90.548573,59900,USD,1,3,1733.0 sqft,,74100,1200,3,,FALSE,https://photos.zillowstatic.com/fp/ac63e1c86fad8520f7755be50a88e3f5-p_e.jpg,House for sale,RE/MAX River Cities,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1914-E-14th-St-Davenport-IA-52803/96892897_zpid/,https://www.zillow.com/homes/IA_rb/18_p/
467,76687503,"50848 740th St, Anita, IA 50020",41.492743,-94.776574,179000,USD,2,4,1800.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/f354ee7051ca1767789da482a2af5517-p_e.jpg,House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/50848-740th-St-Anita-IA-50020/76687503_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
211,250895017,"1076 Highway 6, West Liberty, IA 52776",41.585194,-91.35283,279000,USD,1,3,1750.0 sqft,,,2637,0,,FALSE,https://photos.zillowstatic.com/fp/3b151182ed3908515858516afa4d4d04-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1076-Highway-6-West-Liberty-IA-52776/250895017_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
770,93866824,"409 Iowa St, Hills, IA 52235",41.552185,-91.531446,185000,USD,2,3,1392.0 sqft,,182700,1280,3,,FALSE,https://photos.zillowstatic.com/fp/10a9f8d29d66747c0a328cfb6e4e7c68-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/409-Iowa-St-Hills-IA-52235/93866824_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
39,67207619,"2606 Knollcrest Dr, Burlington, IA 52601",40.777069,-91.132176,139900,USD,2,3,1320.0 sqft,,139200,950,0,,FALSE,https://photos.zillowstatic.com/fp/e6295a8753addf39a599ea1116a2a9ec-p_e.jpg,House for sale,Steffes Group,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2606-Knollcrest-Dr-Burlington-IA-52601/67207619_zpid/,https://www.zillow.com/homes/IA_rb/
399,50173349,"8 Julien Dubuque Dr, Dubuque, IA 52003",42.478376,-90.667186,274900,USD,2,3,1808.0 sqft,,204500,1332,1,,FALSE,https://photos.zillowstatic.com/fp/70f9e571aca8cdb2e7f7b5a0f773b77c-p_e.jpg,House for sale,EXIT Realty Dubuque,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/8-Julien-Dubuque-Dr-Dubuque-IA-52003/50173349_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
438,232419489,"215 Broad St, Grinnell, IA 50112",41.733772,-92.724613,115000,USD,1,2,988.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/2e33a7d02a917b347c14354495ea3a5a-p_e.jpg,House for sale,Found It,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/215-Broad-St-Grinnell-IA-50112/232419489_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
25,2075094305,"0 Marigold Blvd, Fairfield, IA 52556",40.980737,-91.950218,696685,USD,,,,126.67 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/00311d97fd541d1afd41cb1d4ac359c8-p_e.jpg,Lot / Land for sale,Miller Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/0-Marigold-Blvd-Fairfield-IA-52556/2075094305_zpid/,https://www.zillow.com/homes/IA_rb/
367,76624222,"631 Bethel Rd, Postville, IA 52162",43.159882,-91.525902,450000,USD,2,3,2596.0 sqft,14.32 acres,293500,1507,1,,FALSE,https://photos.zillowstatic.com/fp/46c022c23b85ec5cecf0366b8f482aeb-p_e.jpg,Lot / Land for sale,Keller Williams Legacy Group,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/631-Bethel-Rd-Postville-IA-52162/76624222_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
550,76793131,"620 W Boone St, Marshalltown, IA 50158",42.045137,-92.925113,69900,USD,2,3,1747.0 sqft,,62300,1006,2,,FALSE,https://photos.zillowstatic.com/fp/0b77461285551c3c44a9b9d6b20eca34-p_e.jpg,House for sale,New Horizons Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/620-W-Boone-St-Marshalltown-IA-50158/76793131_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
86,2125533988,"116 W 3rd St, Spencer, IA 51301",43.140048,-95.146984,149900,USD,6,8,3292.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/4498c1ee4287c156133c742a7d3128d7-p_e.jpg,Multi-family home for sale,Northwest Iowa Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/116-W-3rd-St-Spencer-IA-51301/2125533988_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
786,2067987254,"2391 Rookwood Ln, Marion, IA 52302",42.046161,-91.541919,249900,USD,3,3,1625.0 sqft,,,,3,,FALSE,https://photos.zillowstatic.com/fp/d83cd94d5a4c468f31933dd02c6c0eb6-p_e.jpg,Condo for sale,COLDWELL BANKER HEDGES CORRIDOR,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2391-Rookwood-Ln-Marion-IA-52302/2067987254_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
172,235277191,"214 Cedar St, Stockport, IA 52651",40.857813,-91.831351,44900,USD,1,3,1344.0 sqft,,22500,967,0,,FALSE,https://photos.zillowstatic.com/fp/f4ea3e30bb0620dc04391a8e80822d18-p_e.jpg,House for sale,Jefferson County Realty Inc.,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/214-Cedar-St-Stockport-IA-52651/235277191_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
95,148784634,"3091 Duckhorn Cv, Marion, IA 52302",42.077795,-91.58006,313000,USD,2,2,1315.0 sqft,,,1200,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=42.077795,-91.58006&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=RA_qf_TnsvyZQYqqdLkq9UEjyR0=",New construction,SKOGMAN REALTY,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/3091-Duckhorn-Cv-Marion-IA-52302/148784634_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
734,2075838738,"2110 D Ave NE, Cedar Rapids, IA 52402",41.999401,-91.642944,140000,USD,1,3,1166.0 sqft,,,,3,,FALSE,https://photos.zillowstatic.com/fp/9d3b1f002461154c4b75c2caad369632-p_e.jpg,House for sale,Keller Williams Legacy Group,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2110-D-Ave-NE-Cedar-Rapids-IA-52402/2075838738_zpid/,https://www.zillow.com/homes/IA_rb/19_p/
300,819282,"5507 SE 1st Ct, Des Moines, IA 50315",41.534355,-93.613966,209900,USD,1,3,894.0 sqft,,175300,1300,1,,FALSE,https://photos.zillowstatic.com/fp/29f703d7ce5bd3932881d670a6fc605f-p_e.jpg,House for sale,Home Source Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/5507-SE-1st-Ct-Des-Moines-IA-50315/819282_zpid/,https://www.zillow.com/homes/IA_rb/8_p/
658,796135,"415 SW 60th St, Des Moines, IA 50312",41.574943,-93.699146,135000,USD,1,2,1200.0 sqft,,,,2,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=41.574943,-93.699146&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=EiOhgJm6dA6EHPDp4zae077_oGg=",House for sale,RE/MAX Precision,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/415-SW-60th-St-Des-Moines-IA-50312/796135_zpid/,https://www.zillow.com/homes/IA_rb/17_p/
376,97310870,"306 Oak Ave, Schleswig, IA 51461",42.163533,-95.437154,142000,USD,3,2,2508.0 sqft,,160500,1091,1,,FALSE,https://photos.zillowstatic.com/fp/68f915f92fef493e8b87062adf0ee658-p_e.jpg,House for sale,"Denison Realty, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/306-Oak-Ave-Schleswig-IA-51461/97310870_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
502,93936007,"103 High St, Lake View, IA 51450",42.304238,-95.052834,69000,USD,1,2,1536.0 sqft,,44000,780,2,,FALSE,https://photos.zillowstatic.com/fp/2c2c0f4ac902a76405d15af144a906d3-p_e.jpg,House for sale,Hometown Realty,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/103-High-St-Lake-View-IA-51450/93936007_zpid/,https://www.zillow.com/homes/IA_rb/13_p/
200,2067952401,"2700 Heather View Cir, Marion, IA 52302",42.048832,-91.570164,345000,USD,4,4,3122.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/81afdfe1a9740cdcad850fcb7dbfb95a-p_e.jpg,House for sale,RE/MAX CONCEPTS,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2700-Heather-View-Cir-Marion-IA-52302/2067952401_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
326,123782868,"700 S 2nd St, Maquoketa, IA 52060",42.059788,-90.66711,45000,USD,1,1,1056.0 sqft,,41100,827,1,,FALSE,https://photos.zillowstatic.com/fp/da7fcd5464e0b8fae29147f31a0513d4-p_e.jpg,House for sale,"eXp Realty, LLC",https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/700-S-2nd-St-Maquoketa-IA-52060/123782868_zpid/,https://www.zillow.com/homes/IA_rb/9_p/
