rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
497,2067949134,"1408C 21st Ave, Seattle, WA 98122",47.613278,-122.30454,869000,USD,3,2,1497.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/19d4e9ec3e357cc790ccf74e12f578a4-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/1408C-21st-Ave-Seattle-WA-98122/2067949134_zpid/,https://www.zillow.com/homes/WA_rb/13_p/
369,58685747,"300 W 11th Ave UNIT 19A, Denver, CO 80204",39.733796,-104.991789,1950000,USD,4,4,3403.0 sqft,,1950000,4925,7,,FALSE,https://photos.zillowstatic.com/fp/c038e48b148df58c36b8d3fddcb59e9a-p_e.jpg,Condo for sale,"Iconique Real Estate, LLC","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/300-W-11th-Ave-UNIT-19A-Denver-CO-80204/58685747_zpid/,"https://www.zillow.com/homes/denver,-co_rb/10_p/"
105,16649104,"1735 Kirk Pl, Carlsbad, CA 92008",33.154925,-117.323344,1695000,USD,2,4,2132.0 sqft,,1714700,3200,63,,FALSE,https://photos.zillowstatic.com/fp/08c1e6f153b9eb1acd7b1317a6ab3afa-p_e.jpg,House for sale,Pacific Investment Properties,"https://www.zillow.com/homes/carlsbad,-CA_rb/",https://www.zillow.com/homedetails/1735-Kirk-Pl-Carlsbad-CA-92008/16649104_zpid/,"https://www.zillow.com/homes/carlsbad,-CA_rb/3_p/"
253,241741545,"6556 32nd Ave NE, Seattle, WA 98115",47.676898,-122.292611,2085000,USD,4,4,4000.0 sqft,,2068100,5284,0,,FALSE,https://photos.zillowstatic.com/fp/6f04a5e562535ac9e566746a131f247f-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/6556-32nd-Ave-NE-Seattle-WA-98115/241741545_zpid/,https://www.zillow.com/homes/WA_rb/7_p/
532,247261885,"2863 Spring Rose Cir, Coralville, IA 52241",41.704755,-91.6137,529900,USD,4,4,2891.0 sqft,,,1032,2,,FALSE,https://photos.zillowstatic.com/fp/eb14d416f9d5b831d9491a9d06bc6172-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2863-Spring-Rose-Cir-Coralville-IA-52241/247261885_zpid/,https://www.zillow.com/homes/IA_rb/14_p/
778,88783088,"825 W Beech St UNIT 301, San Diego, CA 92101",32.720323,-117.170483,779000,USD,3,2,1282.0 sqft,,774700,3566,29,,FALSE,https://photos.zillowstatic.com/fp/b65f7892a398c20b91ec507f5bf4d050-p_e.jpg,Condo for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/825-W-Beech-St-UNIT-301-San-Diego-CA-92101/88783088_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/20_p/"
51,76679888,"215 3rd Ave SW, Waverly, IA 50677",42.722563,-92.473925,164950,USD,2,3,1711.0 sqft,,143400,1200,0,,FALSE,https://photos.zillowstatic.com/fp/8d31246462f60eed5e7a2418a63551f4-p_e.jpg,House for sale,Coldwell Banker Elevated Real Estate,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/215-3rd-Ave-SW-Waverly-IA-50677/76679888_zpid/,https://www.zillow.com/homes/IA_rb/2_p/
423,2068655346,"96 Quail Hollow Dr, San Jose, CA 95128",37.298259,-121.934681,269000,USD,2,2,1440.0 sqft,,,2914,38,,FALSE,https://photos.zillowstatic.com/fp/c46224421320696ee1acb773343d25d5-p_e.jpg,Home for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/96-Quail-Hollow-Dr-San-Jose-CA-95128/2068655346_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/11_p/"
394,29479830,"609 Clifford Dr, Austin, TX 78745",30.22378,-97.772385,575000,USD,,0,,"9,757 sqft",,,0,,FALSE,https://photos.zillowstatic.com/fp/2a8c72c7196b3a7d60d4d353b21c2786-p_e.jpg,Active,"Dochen, REALTORS",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/609-Clifford-Dr-Austin-TX-78745/29479830_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
231,238337348,"813 Cherry St NW, Bondurant, IA 50035",41.710072,-93.466078,234900,USD,2,3,1168.0 sqft,,,688,0,,FALSE,https://photos.zillowstatic.com/fp/178a6eebb6d60fe245c86d4fe556dab2-p_e.jpg,New construction,RE/MAX Concepts,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/813-Cherry-St-NW-Bondurant-IA-50035/238337348_zpid/,https://www.zillow.com/homes/IA_rb/6_p/
253,13310709,"3485 W 33rd Ave, Denver, CO 80211",39.764103,-105.034285,925000,USD,3,3,2042.0 sqft,,961600,3694,2,,FALSE,https://photos.zillowstatic.com/fp/f24c1227ac760c852a64782ce8c023c5-p_e.jpg,House for sale,"BSW Real Estate, LLC","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/3485-W-33rd-Ave-Denver-CO-80211/13310709_zpid/,"https://www.zillow.com/homes/denver,-co_rb/7_p/"
430,219733295,"Zellner Rd, Summit, NY 12175",42.559239,-74.61414,34900,USD,,,,7.23 acres,,2674,0,,FALSE,https://photos.zillowstatic.com/fp/bcd9b8424765935a99034ef268a36612-p_e.jpg,Lot / Land for sale,Listing by: Country Boy Realty,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/Zellner-Rd-Summit-NY-12175/219733295_zpid/,https://www.zillow.com/homes/NY_rb/11_p/
433,2072047343,"Bellhaven Plan, Southbridge Farms",41.60208,-94.01261,304990,USD,3,4,2053.0 sqft,,,,1,,FALSE,https://photos.zillowstatic.com/fp/1bddd6021fe05fde8072c57f0b6dbe5e-p_e.jpg,New construction,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/community/southbridge-farms/2072047343_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
205,19769254,"3347 Hostetter Rd, San Jose, CA 95132",37.409136,-121.851067,1299000,USD,2,4,1383.0 sqft,,1407700,3599,8,,FALSE,https://photos.zillowstatic.com/fp/7087baf48dc43d9c253dbfb8d5facda6-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/3347-Hostetter-Rd-San-Jose-CA-95132/19769254_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/6_p/"
12,2069780911,"328-330 9th St, Del Mar, CA 92014",32.952728,-117.265247,3200000,USD,3,5,2730.0 sqft,,,10645,36,,FALSE,https://photos.zillowstatic.com/fp/db38d26f9f86f7c87859e99a1de7c481-p_e.jpg,Multi-family home for sale,,"https://www.zillow.com/homes/Del-Mar,-CA_rb/",https://www.zillow.com/homedetails/328-330-9th-St-Del-Mar-CA-92014/2069780911_zpid/,"https://www.zillow.com/homes/Del-Mar,-CA_rb/"
535,2069947035,"1818 The Alameda, San Jose, CA 95126",37.339455,-121.920818,3500000,USD,2,0,4550.0 sqft,,,1784,105,,FALSE,https://photos.zillowstatic.com/fp/0254e18a159c220765144e60449b7e4c-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/1818-The-Alameda-San-Jose-CA-95126/2069947035_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/14_p/"
234,79917921,"7301 Lake Rock Dr, Fort Worth, TX 76179",32.887203,-97.432524,325000,USD,2,3,1744.0 sqft,,325800,1935,0,,FALSE,https://photos.zillowstatic.com/fp/e015d51a55674ab5a795c35c181ff78d-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/7301-Lake-Rock-Dr-Fort-Worth-TX-76179/79917921_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
626,251841583,"4048 W 16th Ave, Denver, CO 80204",39.742139,-105.039821,1050000,USD,4,3,2198.0 sqft,,1050000,3584,21,,FALSE,https://photos.zillowstatic.com/fp/5d82b219f2f2ecfb4366c457a133907b-p_e.jpg,Townhouse for sale,Metrowest Real Estate Solutions,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/4048-W-16th-Ave-Denver-CO-80204/251841583_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
82,13337383,"740 Meade St, Denver, CO 80204",39.728996,-105.035871,419900,USD,1,2,600.0 sqft,,296100,1542,1,,FALSE,https://photos.zillowstatic.com/fp/c8cb6bf19a82496b1fc761ff0bea6f08-p_e.jpg,House for sale,Keller Williams Realty Downtown LLC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/740-Meade-St-Denver-CO-80204/13337383_zpid/,"https://www.zillow.com/homes/denver,-co_rb/3_p/"
714,31853497,"323 Route 17k, Bloomingburg, NY 12721",41.549854,-74.406483,349999,USD,2,4,2184.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/46e4569e23c1a66a16c7e7646755ffe2-p_e.jpg,Coming soon,Listing by: Keller Williams Realty,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/323-Route-17k-Bloomingburg-NY-12721/31853497_zpid/,https://www.zillow.com/homes/NY_rb/18_p/
770,2069785669,"802 Abney Ave, Lufkin, TX 75904",31.346445,-94.731656,385000,USD,4,10,5112.0 sqft,,,993,0,,FALSE,https://photos.zillowstatic.com/fp/4874eb6e5a91abd2ec6a371102c258b8-p_e.jpg,House for sale,Lending Branch Real Estate and Mortgages,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/802-Abney-Ave-Lufkin-TX-75904/2069785669_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
5,16779285,"11254 Caminito Aclara, San Diego, CA 92126",32.923254,-117.170817,1050000,USD,3,4,2023.0 sqft,,925800,4054,-6,,FALSE,https://photos.zillowstatic.com/fp/b7c97d48b0bdb10a35ad3f683eb70b0f-p_e.jpg,Coming soon,Corcoran Global Living,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/11254-Caminito-Aclara-San-Diego-CA-92126/16779285_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
120,16833171,"7867 Caffey Ln, San Diego, CA 92126",32.898896,-117.154676,774999,USD,2,2,1008.0 sqft,,692400,2699,1,,FALSE,https://photos.zillowstatic.com/fp/28615d8f217d9961051e135f2c462797-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7867-Caffey-Ln-San-Diego-CA-92126/16833171_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/3_p/"
796,803919,"2405 36th St, Des Moines, IA 50310",41.616056,-93.665458,99900,USD,1,2,752.0 sqft,,122000,1116,3,,FALSE,https://photos.zillowstatic.com/fp/0c099b048cb40dc593a84d57942701f1-p_e.jpg,House for sale,Keller Williams Realty GDM,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2405-36th-St-Des-Moines-IA-50310/803919_zpid/,https://www.zillow.com/homes/IA_rb/20_p/
152,120790271,"21670 Saddle Bred Ln, Escondido, CA 92029",33.106495,-117.131045,724900,USD,3,3,1686.0 sqft,,739600,3200,50,,FALSE,https://photos.zillowstatic.com/fp/7b6343eb005d3550f57b5833c39353a9-p_e.jpg,House for sale,,"https://www.zillow.com/homes/Escondido,-CA_rb/",https://www.zillow.com/homedetails/21670-Saddle-Bred-Ln-Escondido-CA-92029/120790271_zpid/,"https://www.zillow.com/homes/Escondido,-CA_rb/4_p/"
209,300200325,"1399 Park Ave #18A, New York, NY 10029",40.791273,-73.948666,1995000,USD,3,3,2018.0 sqft,,,12544,0,,FALSE,https://photos.zillowstatic.com/fp/ddc727508f258b33ffd719e376481e04-p_e.jpg,Condo for sale,Listing by: Corcoran,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/1399-Park-Ave-18A-New-York-NY-10029/300200325_zpid/,https://www.zillow.com/homes/NY_rb/6_p/
429,76832920,"1418 Dorene Blvd, Carter Lake, IA 51510",41.288925,-95.910227,117500,USD,1,2,925.0 sqft,,116400,1132,1,,FALSE,https://photos.zillowstatic.com/fp/5926ffffd68b01a99eaa9ac5800beb23-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1418-Dorene-Blvd-Carter-Lake-IA-51510/76832920_zpid/,https://www.zillow.com/homes/IA_rb/11_p/
185,2072731691,"431 Deer Park Ave, Babylon, NY 11702",40.703984,-73.321562,899000,USD,4,4,4658.0 sqft,,,4426,0,,FALSE,https://photos.zillowstatic.com/fp/768a2b3fa9227768149fe06a75819823-p_e.jpg,House for sale,Listing by: Century 21 Adams Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/431-Deer-Park-Ave-Babylon-NY-11702/2072731691_zpid/,https://www.zillow.com/homes/NY_rb/5_p/
316,85980771,"45 Joyful Pl, Leavenworth, WA 98826",47.5796,-120.658859,895000,USD,2,5,3300.0 sqft,,892687,3408,0,,FALSE,https://photos.zillowstatic.com/fp/add944e7e20362ba62d042897cd31754-p_e.jpg,House for sale,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/45-Joyful-Pl-Leavenworth-WA-98826/85980771_zpid/,https://www.zillow.com/homes/WA_rb/8_p/
447,79843089,"1002 Yarwood Ct, San Jose, CA 95128",37.312417,-121.939481,578800,USD,2,2,922.0 sqft,,578805,2596,46,,FALSE,https://photos.zillowstatic.com/fp/b5e86c2cdf088922505c001e2cb34a2d-p_e.jpg,Condo for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/1002-Yarwood-Ct-San-Jose-CA-95128/79843089_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/12_p/"
688,13399472,"605 S Alton Way APT 9C, Denver, CO 80247",39.704425,-104.879653,315000,USD,2,2,1550.0 sqft,,315000,2133,24,,FALSE,https://photos.zillowstatic.com/fp/2be4a9d7d34ab4f27defe3d94bfb5b4b-p_e.jpg,Multi-family home for sale,Coldwell Banker Realty 18,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/605-S-Alton-Way-APT-9C-Denver-CO-80247/13399472_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
122,28643440,"507 Scurlock St, Grandview, TX 76050",32.267707,-97.175679,220000,USD,2,2,1456.0 sqft,,113400,1834,0,,FALSE,https://photos.zillowstatic.com/fp/7e249460bca732c47afc10a746cf91f0-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/507-Scurlock-St-Grandview-TX-76050/28643440_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
116,2070170835,"2622 Avella Dr, San Diego, CA 92108",32.78107,-117.14638,1475000,USD,4,3,2124.0 sqft,,,4078,1,,FALSE,https://photos.zillowstatic.com/fp/17c13a5d1e879cf63700dd5962bc1a75-p_e.jpg,Condo for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2622-Avella-Dr-San-Diego-CA-92108/2070170835_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/3_p/"
402,2068384254,"39 Street #145/9, San Diego, CA 92116",32.765951,-117.129148,375000,USD,,,,"3,640 sqft",,,8,,FALSE,https://photos.zillowstatic.com/fp/294f311c74a0aafbc89e1a00d5e9262b-p_e.jpg,Lot / Land for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/39-Street-145-9-San-Diego-CA-92116/2068384254_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/11_p/"
194,19754442,"1662 Canna Ln, San Jose, CA 95124",37.231089,-121.907196,1548800,USD,2,3,1540.0 sqft,,1638238,3949,7,,FALSE,https://photos.zillowstatic.com/fp/c179d1483476456ef0dd29abb487ef23-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/1662-Canna-Ln-San-Jose-CA-95124/19754442_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/5_p/"
15,16620726,"2629 Valewood Ave, Carlsbad, CA 92010",33.163764,-117.312317,1250000,USD,3,3,1855.0 sqft,,1045000,3896,1,,FALSE,https://photos.zillowstatic.com/fp/76432f4b4f68071f43ba8c38ad6d1904-p_e.jpg,Coming soon,,"https://www.zillow.com/homes/carlsbad,-CA_rb/",https://www.zillow.com/homedetails/2629-Valewood-Ave-Carlsbad-CA-92010/16620726_zpid/,"https://www.zillow.com/homes/carlsbad,-CA_rb/"
579,17202261,"17636 Azucar Way, San Diego, CA 92127",33.036122,-117.085867,949900,USD,3,3,1444.0 sqft,,941900,3197,16,,FALSE,https://photos.zillowstatic.com/fp/25cd7dcace4ebc00931e341d4a0d5a1d-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/17636-Azucar-Way-San-Diego-CA-92127/17202261_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/15_p/"
790,28157774,"10611 Fawnview Dr, Houston, TX 77070",29.974863,-95.580004,325000,USD,3,5,3092.0 sqft,,305600,2578,0,,FALSE,https://photos.zillowstatic.com/fp/80dda9c3313a13e8f7e5619bc09cf617-p_e.jpg,House for sale,"Opendoor Brokerage, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/10611-Fawnview-Dr-Houston-TX-77070/28157774_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
96,19706362,"166 Sweetberry Ct, San Jose, CA 95136",37.272721,-121.836157,1200000,USD,2,3,1983.0 sqft,,1343100,3984,2,,FALSE,https://photos.zillowstatic.com/fp/e2cf4a635578a1afd8a8b837d292596e-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/166-Sweetberry-Ct-San-Jose-CA-95136/19706362_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/3_p/"
173,17077838,"2213 Westland Ave, San Diego, CA 92104",32.728659,-117.119721,1499000,USD,3,4,1930.0 sqft,,1494100,4093,2,,FALSE,https://photos.zillowstatic.com/fp/4d64682d8805fbae2f76ab731b631ac4-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2213-Westland-Ave-San-Diego-CA-92104/17077838_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/5_p/"
604,13373413,"2708 E Mexico Ave, Denver, CO 80210",39.685494,-104.954493,469000,USD,,,,"6,013 sqft",,1594,18,,FALSE,https://photos.zillowstatic.com/fp/8d3ee768b7f43283900179b58cf69a97-p_e.jpg,Lot / Land for sale,Kentwood Real Estate Cherry Creek,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/2708-E-Mexico-Ave-Denver-CO-80210/13373413_zpid/,"https://www.zillow.com/homes/denver,-co_rb/16_p/"
413,2067948636,"689 Quincy St #2A, Brooklyn, NY 11221",40.689422,-73.931261,769000,USD,2,2,831.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/1e6299d3c4af6c30d73c8fbb9c88f484-p_e.jpg,Condo for sale,Listing by: Douglas Elliman,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/689-Quincy-St-2A-Brooklyn-NY-11221/2067948636_zpid/,https://www.zillow.com/homes/NY_rb/11_p/
133,31145285,"32 Farmstead Ln, Glen Head, NY 11545",40.810976,-73.57343,3895000,USD,6,5,,,3020300,14886,0,,FALSE,https://photos.zillowstatic.com/fp/52d66da7c7a46866e53421e1831f4898-p_e.jpg,House for sale,Listing by: Douglas Elliman Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/32-Farmstead-Ln-Glen-Head-NY-11545/31145285_zpid/,https://www.zillow.com/homes/NY_rb/4_p/
741,61002423,"445 Point Lawrence Rd, Olga, WA 98279",48.624337,-122.828051,700000,USD,5,4,2136.0 sqft,,,2009,0,,FALSE,https://photos.zillowstatic.com/fp/6369d801726dcf36095e1f31929272a4-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/445-Point-Lawrence-Rd-Olga-WA-98279/61002423_zpid/,https://www.zillow.com/homes/WA_rb/19_p/
551,2070256136,"620 Hermitage Ln #620, San Jose, CA 95134",37.416159,-121.94479,283000,USD,3,3,1334.0 sqft,,,3134,119,,FALSE,https://photos.zillowstatic.com/fp/d1f6f75cfb19becaf283b9aebe69fe62-p_e.jpg,Home for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/620-Hermitage-Ln-620-San-Jose-CA-95134/2070256136_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/14_p/"
583,17119377,"7141 Peter Pan Ave, San Diego, CA 92114",32.701673,-117.043724,630000,USD,2,3,1130.0 sqft,,608600,2684,16,,FALSE,https://photos.zillowstatic.com/fp/cf18fae12460ce565fd02bd5caa848b6-p_e.jpg,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7141-Peter-Pan-Ave-San-Diego-CA-92114/17119377_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/15_p/"
693,26808154,"3362 Royal Ln, Dallas, TX 75229",32.894807,-96.864891,375000,USD,2,4,2017.0 sqft,,447700,2728,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.894807,-96.864891&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=P81CdJiFSZNwFNvoM9aaLAk9uCI=",House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3362-Royal-Ln-Dallas-TX-75229/26808154_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
126,29866979,"8110 Jackman Hill Rd, Ellicottville, NY 14171",42.351261,-78.6686,549000,USD,3,4,2088.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/234c55c10d494c5ac1e82d8c9500f550-p_e.jpg,House for sale,Listing by: ERA Team VP Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/8110-Jackman-Hill-Rd-Ellicottville-NY-14171/29866979_zpid/,https://www.zillow.com/homes/NY_rb/4_p/
694,122187687,"4264 Overlook Ct, Gig Harbor, WA 98332",47.36029,-122.596809,775000,USD,3,4,2502.0 sqft,,690800,3200,0,,FALSE,https://photos.zillowstatic.com/fp/4cf59109cbbdf10f4a106ccc04a0d0b5-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/4264-Overlook-Ct-Gig-Harbor-WA-98332/122187687_zpid/,https://www.zillow.com/homes/WA_rb/18_p/
